starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:10:11 2013	1372083011	0	2300	2300	2298
Mon Jun 24 14:10:16 2013	1372083016	0	2361	2361	2358
Mon Jun 24 14:10:18 2013	1372083018	0	2377	2377	2374
Mon Jun 24 14:10:28 2013	1372083028	0	2379	2379	2376
Mon Jun 24 14:10:21 2013	1372083021	0	2383	2383	2380
Mon Jun 24 14:10:06 2013	1372083006	0	2398	2398	2392
Mon Jun 24 14:10:09 2013	1372083009	0	2502	2502	2498
Mon Jun 24 14:10:13 2013	1372083013	0	2502	2502	2499
Mon Jun 24 14:10:23 2013	1372083023	0	2528	2528	2524
Mon Jun 24 14:10:26 2013	1372083026	0	2535	2535	2532
