starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:13:26 2013	1372083206	0	1444	1444	1442
Mon Jun 24 14:13:33 2013	1372083213	0	1451	1451	1448
Mon Jun 24 14:13:32 2013	1372083212	0	1455	1455	1451
Mon Jun 24 14:13:27 2013	1372083207	0	1462	1462	1459
Mon Jun 24 14:13:36 2013	1372083216	0	1523	1523	1519
Mon Jun 24 14:13:23 2013	1372083203	0	1550	1550	1544
Mon Jun 24 14:13:35 2013	1372083215	0	1575	1575	1570
Mon Jun 24 14:13:30 2013	1372083210	0	1593	1593	1590
Mon Jun 24 14:13:29 2013	1372083209	0	1605	1605	1602
Mon Jun 24 14:13:24 2013	1372083204	0	1628	1628	1625
