starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:09:43 2013	1372082983	0	2342	2342	2339
Mon Jun 24 14:09:53 2013	1372082993	0	2364	2364	2360
Mon Jun 24 14:09:48 2013	1372082988	0	2365	2365	2361
Mon Jun 24 14:09:41 2013	1372082981	0	2394	2395	2390
Mon Jun 24 14:09:50 2013	1372082990	0	2400	2400	2396
Mon Jun 24 14:09:38 2013	1372082978	0	2442	2442	2438
Mon Jun 24 14:09:55 2013	1372082995	0	2444	2445	2441
Mon Jun 24 14:09:36 2013	1372082976	0	2512	2512	2506
Mon Jun 24 14:09:58 2013	1372082998	0	2528	2528	2525
Mon Jun 24 14:09:45 2013	1372082985	0	2560	2561	2557
