starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:14:35 2013	1372083275	0	1500	1500	1496
Mon Jun 24 14:14:27 2013	1372083267	0	1502	1502	1499
Mon Jun 24 14:14:29 2013	1372083269	0	1503	1503	1500
Mon Jun 24 14:14:34 2013	1372083274	0	1505	1506	1502
Mon Jun 24 14:14:40 2013	1372083280	0	1641	1641	1638
Mon Jun 24 14:14:26 2013	1372083266	0	1648	1648	1643
Mon Jun 24 14:14:37 2013	1372083277	0	1648	1648	1646
Mon Jun 24 14:14:30 2013	1372083270	0	1653	1653	1650
Mon Jun 24 14:14:32 2013	1372083272	0	1661	1662	1659
Mon Jun 24 14:14:38 2013	1372083278	0	1665	1665	1662
