starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:05:24 2013	1372082724	0	2465	2465	2462
Mon Jun 24 14:05:27 2013	1372082727	0	2465	2465	2462
Mon Jun 24 14:05:29 2013	1372082729	0	2478	2478	2474
Mon Jun 24 14:05:11 2013	1372082711	0	2523	2523	2517
Mon Jun 24 14:05:34 2013	1372082734	0	2553	2553	2550
Mon Jun 24 14:05:16 2013	1372082716	0	2588	2588	2585
Mon Jun 24 14:05:14 2013	1372082714	0	2591	2592	2588
Mon Jun 24 14:05:19 2013	1372082719	0	2603	2603	2599
Mon Jun 24 14:05:32 2013	1372082732	0	2625	2625	2621
Mon Jun 24 14:05:21 2013	1372082721	0	2691	2691	2687
