starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:12:08 2013	1372083128	0	1512	1512	1509
Mon Jun 24 14:12:03 2013	1372083123	0	1518	1518	1515
Mon Jun 24 14:12:13 2013	1372083133	0	1519	1519	1516
Mon Jun 24 14:12:11 2013	1372083131	0	1549	1549	1546
Mon Jun 24 14:12:02 2013	1372083122	0	1579	1579	1576
Mon Jun 24 14:12:10 2013	1372083130	0	1637	1638	1635
Mon Jun 24 14:12:05 2013	1372083125	0	1647	1647	1644
Mon Jun 24 14:12:00 2013	1372083120	0	1662	1662	1659
Mon Jun 24 14:12:07 2013	1372083127	0	1663	1663	1660
Mon Jun 24 14:11:58 2013	1372083118	0	1742	1742	1737
