starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:06:42 2013	1372082802	0	2615	2616	2611
Mon Jun 24 14:06:50 2013	1372082810	0	2623	2623	2619
Mon Jun 24 14:06:40 2013	1372082800	0	2629	2630	2626
Mon Jun 24 14:06:34 2013	1372082794	0	2664	2664	2660
Mon Jun 24 14:06:48 2013	1372082808	0	2696	2697	2694
Mon Jun 24 14:06:31 2013	1372082791	0	2707	2707	2703
Mon Jun 24 14:06:37 2013	1372082797	0	2802	2803	2799
Mon Jun 24 14:06:45 2013	1372082805	0	2816	2817	2812
Mon Jun 24 14:06:29 2013	1372082789	0	2852	2852	2848
Mon Jun 24 14:06:26 2013	1372082786	0	2962	2962	2956
