starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:09:07 2013	1372082947	0	1883	1883	1880
Mon Jun 24 14:09:11 2013	1372082951	0	1885	1886	1882
Mon Jun 24 14:09:13 2013	1372082953	0	1887	1887	1884
Mon Jun 24 14:09:02 2013	1372082942	0	1894	1894	1891
Mon Jun 24 14:09:05 2013	1372082945	0	1894	1894	1891
Mon Jun 24 14:08:58 2013	1372082938	0	1900	1900	1897
Mon Jun 24 14:09:00 2013	1372082940	0	1901	1901	1897
Mon Jun 24 14:09:09 2013	1372082949	0	1904	1904	1901
Mon Jun 24 14:08:56 2013	1372082936	0	1909	1909	1903
Mon Jun 24 14:09:03 2013	1372082943	0	1910	1910	1907
