starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:11:18 2013	1372083078	0	1536	1536	1533
Mon Jun 24 14:11:11 2013	1372083071	0	1555	1555	1552
Mon Jun 24 14:11:21 2013	1372083081	0	1619	1619	1617
Mon Jun 24 14:11:16 2013	1372083076	0	1656	1656	1653
Mon Jun 24 14:11:22 2013	1372083082	0	1658	1658	1656
Mon Jun 24 14:11:09 2013	1372083069	0	1662	1662	1659
Mon Jun 24 14:11:12 2013	1372083072	0	1707	1707	1704
Mon Jun 24 14:11:19 2013	1372083079	0	1747	1747	1743
Mon Jun 24 14:11:07 2013	1372083067	0	1810	1810	1803
Mon Jun 24 14:11:14 2013	1372083074	0	1896	1896	1892
