starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:08:29 2013	1372082909	0	1771	1771	1768
Mon Jun 24 14:08:41 2013	1372082921	0	1812	1812	1809
Mon Jun 24 14:08:44 2013	1372082924	0	1876	1876	1873
Mon Jun 24 14:08:39 2013	1372082919	0	1886	1886	1883
Mon Jun 24 14:08:35 2013	1372082915	0	1895	1895	1892
Mon Jun 24 14:08:31 2013	1372082911	0	1901	1901	1897
Mon Jun 24 14:08:37 2013	1372082917	0	1904	1904	1901
Mon Jun 24 14:08:42 2013	1372082922	0	1905	1905	1902
Mon Jun 24 14:08:33 2013	1372082913	0	1912	1912	1909
Mon Jun 24 14:08:27 2013	1372082907	0	1917	1917	1911
