starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:13:55 2013	1372083235	0	1340	1340	1334
Mon Jun 24 14:14:02 2013	1372083242	0	1505	1505	1502
Mon Jun 24 14:14:07 2013	1372083247	0	1512	1512	1509
Mon Jun 24 14:14:01 2013	1372083241	0	1527	1527	1524
Mon Jun 24 14:13:56 2013	1372083236	0	1550	1550	1547
Mon Jun 24 14:13:58 2013	1372083238	0	1595	1595	1592
Mon Jun 24 14:14:04 2013	1372083244	0	1611	1611	1608
Mon Jun 24 14:13:59 2013	1372083239	0	1612	1612	1610
Mon Jun 24 14:14:09 2013	1372083249	0	1634	1634	1631
Mon Jun 24 14:14:05 2013	1372083245	0	1670	1670	1667
