starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:04:33 2013	1372082673	0	2481	2481	2477
Mon Jun 24 14:04:36 2013	1372082676	0	2539	2539	2535
Mon Jun 24 14:04:38 2013	1372082678	0	2579	2579	2576
Mon Jun 24 14:04:28 2013	1372082668	0	2609	2609	2606
Mon Jun 24 14:04:31 2013	1372082671	0	2632	2632	2628
Mon Jun 24 14:04:41 2013	1372082681	0	2665	2665	2661
Mon Jun 24 14:04:25 2013	1372082665	0	2728	2728	2723
Mon Jun 24 14:04:11 2013	1372082651	0	6994	6994	6991
Mon Jun 24 14:04:18 2013	1372082658	0	7033	7033	7029
Mon Jun 24 14:04:04 2013	1372082644	0	7142	7142	7135
