starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 14:07:21 2013	1372082841	0	2525	2525	2519
Mon Jun 24 14:07:23 2013	1372082843	0	2554	2554	2550
Mon Jun 24 14:07:45 2013	1372082865	0	2558	2558	2555
Mon Jun 24 14:07:37 2013	1372082857	0	2560	2560	2556
Mon Jun 24 14:07:40 2013	1372082860	0	2630	2630	2626
Mon Jun 24 14:07:34 2013	1372082854	0	2645	2645	2641
Mon Jun 24 14:07:42 2013	1372082862	0	2674	2674	2671
Mon Jun 24 14:07:26 2013	1372082846	0	2703	2703	2699
Mon Jun 24 14:07:29 2013	1372082849	0	2887	2887	2883
Mon Jun 24 14:07:32 2013	1372082852	0	2920	2920	2916
