starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 14:46:43 2013	1371998803	0	2942	2942	2940
Sun Jun 23 14:46:49 2013	1371998809	0	3004	3004	3003
Sun Jun 23 14:46:37 2013	1371998797	0	3010	3010	3009
Sun Jun 23 14:46:58 2013	1371998818	0	3025	3025	3024
Sun Jun 23 14:46:52 2013	1371998812	0	3097	3098	3096
Sun Jun 23 14:46:55 2013	1371998815	0	3110	3110	3108
Sun Jun 23 14:46:34 2013	1371998794	1	3116	3117	3112
Sun Jun 23 14:47:01 2013	1371998821	0	3132	3132	3131
Sun Jun 23 14:46:46 2013	1371998806	0	3150	3150	3149
Sun Jun 23 14:46:40 2013	1371998800	0	3164	3164	3163
