starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 14:41:58 2013	1371998518	0	2909	2910	2907
Sun Jun 23 14:41:52 2013	1371998512	1	2935	2936	2929
Sun Jun 23 14:42:20 2013	1371998540	0	3028	3028	3026
Sun Jun 23 14:42:13 2013	1371998533	0	3038	3038	3037
Sun Jun 23 14:42:07 2013	1371998527	0	3090	3090	3089
Sun Jun 23 14:41:55 2013	1371998515	0	3122	3122	3121
Sun Jun 23 14:42:10 2013	1371998530	0	3158	3158	3157
Sun Jun 23 14:42:16 2013	1371998536	0	3160	3161	3159
Sun Jun 23 14:42:04 2013	1371998524	0	3161	3161	3158
Sun Jun 23 14:42:01 2013	1371998521	0	3163	3164	3161
