starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 14:40:56 2013	1371998456	0	2877	2877	2876
Sun Jun 23 14:41:08 2013	1371998468	0	2878	2878	2877
Sun Jun 23 14:40:48 2013	1371998448	0	2881	2881	2879
Sun Jun 23 14:40:54 2013	1371998454	0	2926	2926	2924
Sun Jun 23 14:41:02 2013	1371998462	0	2926	2927	2925
Sun Jun 23 14:40:51 2013	1371998451	0	2930	2930	2929
Sun Jun 23 14:40:59 2013	1371998459	0	3047	3047	3045
Sun Jun 23 14:40:45 2013	1371998445	1	3062	3063	3058
Sun Jun 23 14:41:11 2013	1371998471	0	3088	3089	3087
Sun Jun 23 14:41:05 2013	1371998465	0	3132	3133	3131
