starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 14:57:02 2013	1371999422	0	11416	11416	11414
Sun Jun 23 14:58:00 2013	1371999480	0	11445	11445	11443
Sun Jun 23 14:56:51 2013	1371999411	0	11458	11458	11456
Sun Jun 23 14:57:49 2013	1371999469	0	11487	11487	11485
Sun Jun 23 14:57:26 2013	1371999446	0	11496	11496	11494
Sun Jun 23 14:56:40 2013	1371999400	1	11516	11517	11510
Sun Jun 23 14:58:12 2013	1371999492	0	11539	11539	11537
Sun Jun 23 14:58:23 2013	1371999503	0	11699	11699	11698
Sun Jun 23 14:57:37 2013	1371999457	0	11724	11724	11722
Sun Jun 23 14:57:14 2013	1371999434	0	11767	11767	11766
