starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 14:55:20 2013	1371999320	0	16557	16557	16554
Sun Jun 23 14:54:13 2013	1371999253	0	16594	16594	16591
Sun Jun 23 14:53:06 2013	1371999186	1	16623	16624	16617
Sun Jun 23 14:54:47 2013	1371999287	0	16682	16682	16680
Sun Jun 23 14:54:30 2013	1371999270	0	16692	16692	16688
Sun Jun 23 14:55:03 2013	1371999303	0	16703	16703	16701
Sun Jun 23 14:55:37 2013	1371999337	0	16738	16738	16735
Sun Jun 23 14:53:40 2013	1371999220	0	16837	16837	16834
Sun Jun 23 14:53:23 2013	1371999203	0	16853	16853	16849
Sun Jun 23 14:53:56 2013	1371999236	0	16941	16941	16937
