starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 14:47:27 2013	1371998847	1	2807	2808	2802
Sun Jun 23 14:47:30 2013	1371998850	0	2885	2885	2883
Sun Jun 23 14:47:42 2013	1371998862	0	2892	2892	2890
Sun Jun 23 14:47:36 2013	1371998856	0	2906	2906	2905
Sun Jun 23 14:47:48 2013	1371998868	0	2910	2910	2909
Sun Jun 23 14:47:54 2013	1371998874	0	2928	2928	2926
Sun Jun 23 14:47:39 2013	1371998859	0	2987	2987	2986
Sun Jun 23 14:47:33 2013	1371998853	0	3023	3023	3021
Sun Jun 23 14:47:51 2013	1371998871	0	3024	3024	3023
Sun Jun 23 14:47:45 2013	1371998865	0	3044	3044	3043
