starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 15:12:35 2013	1372000355	0	20880	20880	20877
Sun Jun 23 15:10:49 2013	1372000249	0	20987	20987	20983
Sun Jun 23 15:11:31 2013	1372000291	0	20993	20993	20990
Sun Jun 23 15:12:56 2013	1372000376	0	21060	21060	21057
Sun Jun 23 15:10:07 2013	1372000207	0	21082	21082	21079
Sun Jun 23 15:11:10 2013	1372000270	0	21083	21083	21079
Sun Jun 23 15:10:28 2013	1372000228	0	21167	21167	21163
Sun Jun 23 15:11:52 2013	1372000312	0	21203	21203	21200
Sun Jun 23 15:09:46 2013	1372000186	1	21275	21276	21267
Sun Jun 23 15:12:14 2013	1372000334	0	21345	21345	21343
