starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 14:59:32 2013	1371999572	0	11550	11551	11550
Sun Jun 23 14:59:55 2013	1371999595	0	11563	11563	11562
Sun Jun 23 14:59:20 2013	1371999560	0	11566	11566	11564
Sun Jun 23 14:59:44 2013	1371999584	0	11572	11572	11570
Sun Jun 23 15:00:30 2013	1371999630	0	11664	11664	11662
Sun Jun 23 15:00:07 2013	1371999607	0	11672	11672	11671
Sun Jun 23 14:58:57 2013	1371999537	0	11688	11688	11685
Sun Jun 23 14:58:45 2013	1371999525	1	11724	11725	11720
Sun Jun 23 15:00:18 2013	1371999618	0	11728	11728	11725
Sun Jun 23 14:59:09 2013	1371999549	0	11759	11759	11756
