starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:45:27 2013	1372081527	0	2503	2503	2502
Mon Jun 24 13:45:38 2013	1372081538	0	2550	2550	2549
Mon Jun 24 13:45:40 2013	1372081540	0	2567	2567	2567
Mon Jun 24 13:45:32 2013	1372081532	0	2614	2615	2614
Mon Jun 24 13:45:19 2013	1372081519	0	2617	2618	2617
Mon Jun 24 13:45:24 2013	1372081524	0	2642	2642	2641
Mon Jun 24 13:45:30 2013	1372081530	0	2769	2769	2769
Mon Jun 24 13:45:16 2013	1372081516	1	2776	2777	2775
Mon Jun 24 13:45:22 2013	1372081522	0	2816	2816	2816
Mon Jun 24 13:45:35 2013	1372081535	0	2828	2828	2828
