starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:44:51 2013	1372081491	0	1710	1710	1710
Mon Jun 24 13:44:57 2013	1372081497	0	1818	1818	1817
Mon Jun 24 13:45:02 2013	1372081502	0	1823	1823	1823
Mon Jun 24 13:45:01 2013	1372081501	0	1825	1825	1825
Mon Jun 24 13:44:50 2013	1372081490	0	1862	1862	1862
Mon Jun 24 13:44:59 2013	1372081499	0	1872	1872	1872
Mon Jun 24 13:44:53 2013	1372081493	0	1876	1876	1876
Mon Jun 24 13:45:04 2013	1372081504	0	1886	1886	1886
Mon Jun 24 13:44:48 2013	1372081488	1	1890	1891	1889
Mon Jun 24 13:44:55 2013	1372081495	0	1996	1996	1991
