starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:38:22 2013	1372081102	0	2340	2340	2340
Mon Jun 24 13:38:17 2013	1372081097	0	2388	2388	2387
Mon Jun 24 13:38:29 2013	1372081109	0	2395	2396	2395
Mon Jun 24 13:38:27 2013	1372081107	0	2396	2396	2396
Mon Jun 24 13:38:24 2013	1372081104	0	2398	2398	2397
Mon Jun 24 13:38:32 2013	1372081112	0	2417	2417	2416
Mon Jun 24 13:38:36 2013	1372081116	0	2447	2447	2447
Mon Jun 24 13:38:19 2013	1372081099	0	2485	2485	2485
Mon Jun 24 13:38:34 2013	1372081114	0	2500	2500	2500
Mon Jun 24 13:38:14 2013	1372081094	1	2734	2734	2733
