starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:38:58 2013	1372081138	0	1931	1931	1930
Mon Jun 24 13:38:56 2013	1372081136	0	2052	2052	2052
Mon Jun 24 13:38:49 2013	1372081129	0	2208	2208	2208
Mon Jun 24 13:39:03 2013	1372081143	0	2250	2250	2250
Mon Jun 24 13:38:51 2013	1372081131	0	2300	2300	2299
Mon Jun 24 13:39:05 2013	1372081145	0	2382	2382	2382
Mon Jun 24 13:38:44 2013	1372081124	1	2398	2399	2398
Mon Jun 24 13:38:53 2013	1372081133	0	2429	2429	2428
Mon Jun 24 13:38:46 2013	1372081126	0	2481	2481	2481
Mon Jun 24 13:39:00 2013	1372081140	0	3297	3297	3291
