starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:37:37 2013	1372081057	0	2338	2338	2338
Mon Jun 24 13:37:39 2013	1372081059	0	2353	2353	2353
Mon Jun 24 13:37:27 2013	1372081047	0	2429	2430	2429
Mon Jun 24 13:37:24 2013	1372081044	0	2484	2484	2484
Mon Jun 24 13:37:17 2013	1372081037	1	2499	2500	2498
Mon Jun 24 13:37:19 2013	1372081039	0	2506	2506	2506
Mon Jun 24 13:37:29 2013	1372081049	0	2509	2509	2509
Mon Jun 24 13:37:34 2013	1372081054	0	2543	2543	2543
Mon Jun 24 13:37:22 2013	1372081042	0	2551	2551	2551
Mon Jun 24 13:37:32 2013	1372081052	0	2686	2686	2686
