starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:50:58 2013	1372081858	0	1478	1478	1477
Mon Jun 24 13:51:09 2013	1372081869	0	1480	1480	1480
Mon Jun 24 13:51:06 2013	1372081866	0	1483	1483	1483
Mon Jun 24 13:51:03 2013	1372081863	0	1484	1484	1483
Mon Jun 24 13:51:11 2013	1372081871	0	1502	1502	1502
Mon Jun 24 13:50:57 2013	1372081857	1	1635	1635	1634
Mon Jun 24 13:51:01 2013	1372081861	0	1637	1637	1636
Mon Jun 24 13:51:00 2013	1372081860	0	1642	1642	1642
Mon Jun 24 13:51:08 2013	1372081868	0	1643	1643	1642
Mon Jun 24 13:51:05 2013	1372081865	0	1646	1646	1646
