starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:47:15 2013	1372081635	0	1504	1504	1503
Mon Jun 24 13:47:11 2013	1372081631	0	1508	1508	1507
Mon Jun 24 13:47:03 2013	1372081623	0	1515	1515	1515
Mon Jun 24 13:47:07 2013	1372081627	0	1518	1518	1518
Mon Jun 24 13:47:04 2013	1372081624	0	1622	1622	1622
Mon Jun 24 13:47:09 2013	1372081629	0	1650	1650	1650
Mon Jun 24 13:47:14 2013	1372081634	0	1663	1663	1662
Mon Jun 24 13:47:06 2013	1372081626	0	1665	1665	1663
Mon Jun 24 13:47:12 2013	1372081632	0	1673	1673	1672
Mon Jun 24 13:47:01 2013	1372081621	1	1837	1838	1836
