starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:47:51 2013	1372081671	0	1432	1432	1432
Mon Jun 24 13:47:56 2013	1372081676	0	1492	1492	1491
Mon Jun 24 13:47:48 2013	1372081668	0	1493	1494	1493
Mon Jun 24 13:47:43 2013	1372081663	0	1503	1503	1503
Mon Jun 24 13:47:45 2013	1372081665	0	1548	1549	1548
Mon Jun 24 13:47:50 2013	1372081670	0	1568	1568	1567
Mon Jun 24 13:47:42 2013	1372081662	1	1606	1607	1605
Mon Jun 24 13:47:54 2013	1372081674	0	1634	1634	1634
Mon Jun 24 13:47:46 2013	1372081666	0	1650	1650	1650
Mon Jun 24 13:47:53 2013	1372081673	0	1656	1656	1656
