starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:46:18 2013	1372081578	0	2400	2400	2399
Mon Jun 24 13:46:00 2013	1372081560	1	2447	2447	2446
Mon Jun 24 13:46:07 2013	1372081567	0	2523	2523	2523
Mon Jun 24 13:46:13 2013	1372081573	0	2552	2552	2551
Mon Jun 24 13:46:15 2013	1372081575	0	2566	2566	2566
Mon Jun 24 13:46:02 2013	1372081562	0	2615	2615	2615
Mon Jun 24 13:46:05 2013	1372081565	0	2615	2615	2615
Mon Jun 24 13:46:23 2013	1372081583	0	2675	2675	2674
Mon Jun 24 13:46:20 2013	1372081580	0	2693	2693	2693
Mon Jun 24 13:46:10 2013	1372081570	0	2743	2743	2743
