starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 13:50:39 2013	1372081839	0	1499	1499	1498
Mon Jun 24 13:50:26 2013	1372081826	0	1509	1509	1509
Mon Jun 24 13:50:34 2013	1372081834	0	1509	1509	1509
Mon Jun 24 13:50:31 2013	1372081831	0	1533	1533	1533
Mon Jun 24 13:50:24 2013	1372081824	1	1615	1615	1614
Mon Jun 24 13:50:27 2013	1372081827	0	1654	1654	1654
Mon Jun 24 13:50:37 2013	1372081837	0	1661	1661	1661
Mon Jun 24 13:50:35 2013	1372081835	0	1662	1662	1662
Mon Jun 24 13:50:32 2013	1372081832	0	1672	1672	1672
Mon Jun 24 13:50:29 2013	1372081829	0	1717	1717	1717
