starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:01:16 2013	1372021276	0	2547	2547	2542
Sun Jun 23 21:01:31 2013	1372021291	0	2712	2712	2709
Sun Jun 23 21:01:19 2013	1372021279	0	2772	2772	2769
Sun Jun 23 21:01:43 2013	1372021303	0	3055	3055	3052
Sun Jun 23 21:01:27 2013	1372021287	0	3057	3057	3055
Sun Jun 23 21:01:21 2013	1372021281	0	3057	3058	3054
Sun Jun 23 21:01:39 2013	1372021299	0	3070	3070	3067
Sun Jun 23 21:01:36 2013	1372021296	0	3103	3103	3100
Sun Jun 23 21:01:24 2013	1372021284	0	3110	3110	3107
Sun Jun 23 21:01:33 2013	1372021293	0	3135	3135	3132
