starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 16:36:40 2013	1372005400	0	2438	2438	2435
Sun Jun 23 16:36:37 2013	1372005397	0	2966	2966	2961
Sun Jun 23 16:36:48 2013	1372005408	0	2971	2971	2968
Sun Jun 23 16:36:51 2013	1372005411	0	2976	2976	2973
Sun Jun 23 16:37:04 2013	1372005424	0	2995	2995	2992
Sun Jun 23 16:36:42 2013	1372005402	0	3003	3003	3001
Sun Jun 23 16:36:58 2013	1372005418	0	3099	3099	3097
Sun Jun 23 16:36:45 2013	1372005405	0	3115	3115	3112
Sun Jun 23 16:36:54 2013	1372005414	0	3121	3121	3116
Sun Jun 23 16:37:01 2013	1372005421	0	3122	3123	3120
