starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:38:49 2013	1372019929	0	4010	4010	4009
Sun Jun 23 20:38:41 2013	1372019921	0	4036	4036	4035
Sun Jun 23 20:38:33 2013	1372019913	0	4057	4057	4007
Sun Jun 23 20:38:57 2013	1372019937	0	4068	4068	4067
Sun Jun 23 20:38:53 2013	1372019933	0	4070	4070	4069
Sun Jun 23 20:38:37 2013	1372019917	0	4082	4082	4081
Sun Jun 23 20:39:06 2013	1372019946	0	4084	4084	4083
Sun Jun 23 20:38:45 2013	1372019925	0	4093	4093	4092
Sun Jun 23 20:39:01 2013	1372019941	0	4106	4106	4105
Sun Jun 23 20:38:24 2013	1372019904	0	9282	9282	9279
