starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:11:19 2013	1372021879	0	2134	2134	2129
Sun Jun 23 21:11:30 2013	1372021890	0	2683	2683	2680
Sun Jun 23 21:11:21 2013	1372021881	0	2693	2693	2691
Sun Jun 23 21:11:44 2013	1372021904	0	2953	2953	2950
Sun Jun 23 21:11:38 2013	1372021898	0	2970	2970	2967
Sun Jun 23 21:11:35 2013	1372021895	0	2972	2972	2970
Sun Jun 23 21:11:27 2013	1372021887	0	2972	2973	2970
Sun Jun 23 21:11:24 2013	1372021884	0	3010	3010	3007
Sun Jun 23 21:11:32 2013	1372021892	0	3020	3020	3017
Sun Jun 23 21:11:41 2013	1372021901	0	3043	3043	3040
