starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 17:02:30 2013	1372006950	0	3211	3211	3210
Sun Jun 23 17:02:27 2013	1372006947	0	3238	3238	3237
Sun Jun 23 17:02:36 2013	1372006956	0	3242	3242	3241
Sun Jun 23 17:02:33 2013	1372006953	0	3246	3246	3245
Sun Jun 23 17:02:20 2013	1372006940	0	6488	6488	6487
Sun Jun 23 17:02:09 2013	1372006929	0	10928	10928	10926
Sun Jun 23 17:01:56 2013	1372006916	0	13149	13149	13147
Sun Jun 23 17:01:10 2013	1372006870	0	13620	13621	13615
Sun Jun 23 17:01:40 2013	1372006900	0	16371	16371	16368
Sun Jun 23 17:01:23 2013	1372006883	0	16537	16537	16533
