starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:00:15 2013	1372021215	0	13328	13328	13325
Sun Jun 23 21:01:00 2013	1372021260	0	14240	14240	14237
Sun Jun 23 20:58:38 2013	1372021118	0	15048	15048	15042
Sun Jun 23 21:00:29 2013	1372021229	0	15286	15286	15283
Sun Jun 23 20:58:53 2013	1372021133	0	16452	16453	16449
Sun Jun 23 20:59:09 2013	1372021149	0	16469	16470	16467
Sun Jun 23 21:00:44 2013	1372021244	0	16481	16481	16479
Sun Jun 23 20:59:59 2013	1372021199	0	16497	16497	16494
Sun Jun 23 20:59:26 2013	1372021166	0	16515	16515	16512
Sun Jun 23 20:59:42 2013	1372021182	0	16564	16564	16561
