starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 16:59:04 2013	1372006744	0	10293	10293	10287
Sun Jun 23 17:00:23 2013	1372006823	0	11048	11048	11045
Sun Jun 23 16:59:26 2013	1372006766	0	11335	11335	11332
Sun Jun 23 16:59:38 2013	1372006778	0	11369	11369	11366
Sun Jun 23 17:00:12 2013	1372006812	0	11442	11443	11440
Sun Jun 23 16:59:15 2013	1372006755	0	11449	11449	11446
Sun Jun 23 16:59:49 2013	1372006789	0	11511	11512	11508
Sun Jun 23 17:00:46 2013	1372006846	0	11515	11515	11511
Sun Jun 23 17:00:35 2013	1372006835	0	11560	11560	11557
Sun Jun 23 17:00:00 2013	1372006800	0	11587	11587	11583
