starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 16:48:29 2013	1372006109	0	2395	2395	2393
Sun Jun 23 16:48:27 2013	1372006107	0	2408	2409	2404
Sun Jun 23 16:48:31 2013	1372006111	0	2483	2483	2480
Sun Jun 23 16:48:37 2013	1372006117	0	3013	3013	3010
Sun Jun 23 16:48:40 2013	1372006120	0	3017	3017	3014
Sun Jun 23 16:48:52 2013	1372006132	0	3024	3024	3020
Sun Jun 23 16:48:46 2013	1372006126	0	3138	3138	3136
Sun Jun 23 16:48:49 2013	1372006129	0	3141	3141	3138
Sun Jun 23 16:48:34 2013	1372006114	0	3164	3164	3161
Sun Jun 23 16:48:43 2013	1372006123	0	3167	3167	3164
