starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:06:59 2013	1372021619	0	2810	2810	2807
Sun Jun 23 21:07:23 2013	1372021643	0	2849	2849	2846
Sun Jun 23 21:06:56 2013	1372021616	0	2856	2856	2852
Sun Jun 23 21:07:04 2013	1372021624	0	2914	2914	2911
Sun Jun 23 21:07:17 2013	1372021637	0	3054	3054	3052
Sun Jun 23 21:07:10 2013	1372021630	0	3059	3059	3056
Sun Jun 23 21:07:07 2013	1372021627	0	3061	3061	3058
Sun Jun 23 21:07:01 2013	1372021621	0	3062	3062	3059
Sun Jun 23 21:07:20 2013	1372021640	0	3069	3069	3066
Sun Jun 23 21:07:14 2013	1372021634	0	3130	3131	3128
