starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:33:57 2013	1372019637	0	2360	2360	2358
Sun Jun 23 20:33:59 2013	1372019639	0	2455	2455	2452
Sun Jun 23 20:33:54 2013	1372019634	0	2743	2743	2739
Sun Jun 23 20:34:04 2013	1372019644	0	3004	3004	3002
Sun Jun 23 20:34:01 2013	1372019641	0	3040	3040	3038
Sun Jun 23 20:34:14 2013	1372019654	0	3052	3052	3049
Sun Jun 23 20:34:10 2013	1372019650	0	3064	3064	3061
Sun Jun 23 20:34:07 2013	1372019647	0	3095	3096	3093
Sun Jun 23 20:34:20 2013	1372019660	0	3171	3171	3168
Sun Jun 23 20:34:17 2013	1372019657	0	3180	3180	3177
