starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:42:13 2013	1372020133	0	992	992	991
Sun Jun 23 20:42:12 2013	1372020132	0	995	995	994
Sun Jun 23 20:42:11 2013	1372020131	0	1077	1077	1075
Sun Jun 23 20:42:10 2013	1372020130	0	1249	1249	1248
Sun Jun 23 20:42:03 2013	1372020123	0	1631	1632	1630
Sun Jun 23 20:42:08 2013	1372020128	0	1644	1644	1643
Sun Jun 23 20:42:07 2013	1372020127	0	1724	1724	1722
Sun Jun 23 20:42:01 2013	1372020121	0	1790	1791	1789
Sun Jun 23 20:42:05 2013	1372020125	0	1805	1805	1803
Sun Jun 23 20:41:59 2013	1372020119	0	1948	1948	1944
