starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:05:30 2013	1372021530	0	4105	4105	4104
Sun Jun 23 21:05:34 2013	1372021534	0	4383	4383	4382
Sun Jun 23 21:05:38 2013	1372021538	0	4425	4425	4424
Sun Jun 23 21:05:47 2013	1372021547	0	4469	4469	4468
Sun Jun 23 21:05:43 2013	1372021543	0	4472	4472	4471
Sun Jun 23 21:05:25 2013	1372021525	0	4545	4545	4544
Sun Jun 23 21:05:16 2013	1372021516	0	9090	9090	9087
Sun Jun 23 21:05:51 2013	1372021551	0	11043	11043	11040
Sun Jun 23 21:06:26 2013	1372021586	0	21885	21885	21882
Sun Jun 23 21:06:02 2013	1372021562	0	23560	23560	23557
