starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:55:41 2013	1372020941	0	6630	6630	6628
Sun Jun 23 20:54:50 2013	1372020890	0	7275	7275	7274
Sun Jun 23 20:54:41 2013	1372020881	0	8830	8830	8828
Sun Jun 23 20:54:57 2013	1372020897	0	9951	9951	9948
Sun Jun 23 20:55:30 2013	1372020930	0	10284	10284	10282
Sun Jun 23 20:54:08 2013	1372020848	0	10463	10463	10456
Sun Jun 23 20:54:30 2013	1372020870	0	11509	11509	11507
Sun Jun 23 20:54:18 2013	1372020858	0	11511	11511	11508
Sun Jun 23 20:55:07 2013	1372020907	0	11541	11541	11538
Sun Jun 23 20:55:19 2013	1372020919	0	11556	11556	11553
