starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:36:32 2013	1372019792	0	1633	1633	1631
Sun Jun 23 20:36:39 2013	1372019799	0	1798	1798	1796
Sun Jun 23 20:36:37 2013	1372019797	0	1805	1805	1803
Sun Jun 23 20:36:33 2013	1372019793	0	1897	1897	1895
Sun Jun 23 20:36:35 2013	1372019795	0	1946	1947	1945
Sun Jun 23 20:36:30 2013	1372019790	0	1968	1968	1964
Sun Jun 23 20:36:44 2013	1372019804	0	2601	2602	2598
Sun Jun 23 20:36:41 2013	1372019801	0	2615	2616	2612
Sun Jun 23 20:36:46 2013	1372019806	0	2919	2919	2916
Sun Jun 23 20:36:49 2013	1372019809	0	2988	2988	2985
