starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:56:28 2013	1372020988	0	7187	7187	7183
Sun Jun 23 20:57:21 2013	1372021041	0	9670	9670	9667
Sun Jun 23 20:58:06 2013	1372021086	0	9843	9843	9840
Sun Jun 23 20:56:47 2013	1372021007	0	10896	10896	10894
Sun Jun 23 20:57:31 2013	1372021051	0	11492	11492	11489
Sun Jun 23 20:56:36 2013	1372020996	0	11511	11511	11509
Sun Jun 23 20:56:58 2013	1372021018	0	11574	11575	11572
Sun Jun 23 20:57:42 2013	1372021062	0	11604	11604	11600
Sun Jun 23 20:57:54 2013	1372021074	0	11614	11614	11612
Sun Jun 23 20:57:10 2013	1372021030	0	11622	11622	11620
