starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 16:52:47 2013	1372006367	0	4103	4103	4102
Sun Jun 23 16:52:56 2013	1372006376	0	4126	4126	4125
Sun Jun 23 16:52:52 2013	1372006372	0	4145	4145	4144
Sun Jun 23 16:52:43 2013	1372006363	0	4157	4157	4155
Sun Jun 23 16:52:33 2013	1372006353	0	9996	9996	9995
Sun Jun 23 16:52:14 2013	1372006334	0	19557	19557	19554
Sun Jun 23 16:51:53 2013	1372006313	0	20627	20628	20624
Sun Jun 23 16:50:50 2013	1372006250	0	20794	20794	20786
Sun Jun 23 16:51:11 2013	1372006271	0	21070	21071	21067
Sun Jun 23 16:51:32 2013	1372006292	0	21101	21102	21097
