starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 16:41:18 2013	1372005678	0	2867	2867	2864
Sun Jun 23 16:41:07 2013	1372005667	0	2878	2878	2875
Sun Jun 23 16:41:15 2013	1372005675	0	2880	2880	2877
Sun Jun 23 16:41:10 2013	1372005670	0	2929	2929	2926
Sun Jun 23 16:41:24 2013	1372005684	0	2951	2951	2948
Sun Jun 23 16:40:58 2013	1372005658	0	2980	2980	2974
Sun Jun 23 16:41:04 2013	1372005664	0	2981	2981	2978
Sun Jun 23 16:41:01 2013	1372005661	0	2996	2996	2992
Sun Jun 23 16:41:12 2013	1372005672	0	3022	3022	3019
Sun Jun 23 16:41:21 2013	1372005681	0	3042	3042	3039
