starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 19:18:20 2013	1372015100	0	3732	3732	3731
Sun Jun 23 19:18:24 2013	1372015104	0	4299	4299	4298
Sun Jun 23 19:18:32 2013	1372015112	0	4308	4308	4307
Sun Jun 23 19:18:28 2013	1372015108	0	4389	4389	4388
Sun Jun 23 19:18:16 2013	1372015096	0	4428	4428	4427
Sun Jun 23 19:18:08 2013	1372015088	0	7136	7136	7135
Sun Jun 23 19:17:56 2013	1372015076	0	12664	12664	12662
Sun Jun 23 19:17:25 2013	1372015045	0	13968	13968	13967
Sun Jun 23 19:17:39 2013	1372015059	0	16607	16607	16605
Sun Jun 23 19:17:03 2013	1372015023	0	22178	22178	22172
