starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:12:27 2013	1372021947	0	2446	2446	2441
Sun Jun 23 21:12:44 2013	1372021964	0	2900	2900	2897
Sun Jun 23 21:12:41 2013	1372021961	0	2928	2929	2926
Sun Jun 23 21:12:38 2013	1372021958	0	2932	2932	2929
Sun Jun 23 21:12:47 2013	1372021967	0	2954	2954	2952
Sun Jun 23 21:12:50 2013	1372021970	0	2963	2963	2960
Sun Jun 23 21:12:35 2013	1372021955	0	2983	2983	2980
Sun Jun 23 21:12:32 2013	1372021952	0	3009	3009	3005
Sun Jun 23 21:12:29 2013	1372021949	0	3028	3028	3025
Sun Jun 23 21:12:53 2013	1372021973	0	3087	3087	3084
