starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:39:33 2013	1372019973	0	1063	1063	1062
Sun Jun 23 20:39:31 2013	1372019971	0	1305	1305	1304
Sun Jun 23 20:39:30 2013	1372019970	0	1517	1517	1515
Sun Jun 23 20:39:28 2013	1372019968	0	1920	1920	1918
Sun Jun 23 20:39:15 2013	1372019955	0	2121	2121	2118
Sun Jun 23 20:39:26 2013	1372019966	0	2161	2161	2159
Sun Jun 23 20:39:18 2013	1372019958	0	2312	2312	2310
Sun Jun 23 20:39:13 2013	1372019953	0	2822	2822	2818
Sun Jun 23 20:39:20 2013	1372019960	0	3003	3003	2999
Sun Jun 23 20:39:23 2013	1372019963	0	3013	3013	3011
