starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:37:44 2013	1372019864	0	2194	2194	2193
Sun Jun 23 20:37:48 2013	1372019868	0	2383	2383	2382
Sun Jun 23 20:37:51 2013	1372019871	0	2387	2387	2386
Sun Jun 23 20:37:41 2013	1372019861	0	2423	2423	2422
Sun Jun 23 20:37:46 2013	1372019866	0	2441	2441	2440
Sun Jun 23 20:37:36 2013	1372019856	0	4935	4935	4933
Sun Jun 23 20:37:28 2013	1372019848	0	8720	8720	8718
Sun Jun 23 20:36:54 2013	1372019814	0	10913	10913	10906
Sun Jun 23 20:37:05 2013	1372019825	0	11404	11404	11400
Sun Jun 23 20:37:16 2013	1372019836	0	11585	11585	11583
