starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 16:53:55 2013	1372006435	0	17725	17725	17722
Sun Jun 23 16:55:53 2013	1372006553	0	18833	18834	18830
Sun Jun 23 16:53:36 2013	1372006416	0	18945	18945	18942
Sun Jun 23 16:55:14 2013	1372006514	0	19146	19146	19143
Sun Jun 23 16:54:12 2013	1372006452	0	19291	19291	19287
Sun Jun 23 16:55:33 2013	1372006533	0	19828	19828	19825
Sun Jun 23 16:53:15 2013	1372006395	0	20893	20893	20888
Sun Jun 23 16:54:32 2013	1372006472	0	20973	20973	20969
Sun Jun 23 16:54:53 2013	1372006493	0	21035	21035	21032
Sun Jun 23 16:56:11 2013	1372006571	0	21124	21124	21120
