starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 16:58:09 2013	1372006689	0	7503	7503	7501
Sun Jun 23 16:57:27 2013	1372006647	0	7708	7708	7705
Sun Jun 23 16:58:38 2013	1372006718	0	8345	8345	8342
Sun Jun 23 16:57:18 2013	1372006638	0	8669	8669	8664
Sun Jun 23 16:57:09 2013	1372006629	0	8937	8937	8932
Sun Jun 23 16:58:16 2013	1372006696	0	10664	10664	10661
Sun Jun 23 16:57:57 2013	1372006677	0	11381	11381	11378
Sun Jun 23 16:58:27 2013	1372006707	0	11404	11404	11402
Sun Jun 23 16:57:35 2013	1372006655	0	11478	11478	11475
Sun Jun 23 16:57:46 2013	1372006666	0	11509	11509	11505
