starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 16:49:46 2013	1372006186	0	2335	2335	2333
Sun Jun 23 16:49:38 2013	1372006178	0	2384	2384	2382
Sun Jun 23 16:49:31 2013	1372006171	0	2386	2386	2384
Sun Jun 23 16:49:28 2013	1372006168	0	2393	2393	2391
Sun Jun 23 16:49:26 2013	1372006166	0	2471	2471	2469
Sun Jun 23 16:49:33 2013	1372006173	0	2475	2475	2473
Sun Jun 23 16:49:40 2013	1372006180	0	2476	2476	2473
Sun Jun 23 16:49:35 2013	1372006175	0	2499	2500	2497
Sun Jun 23 16:49:43 2013	1372006183	0	3034	3034	3031
Sun Jun 23 16:49:23 2013	1372006163	0	3070	3070	3066
