starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:21:12 2013	1372022472	0	2285	2285	2285
Sun Jun 23 21:21:19 2013	1372022479	0	2355	2356	2355
Sun Jun 23 21:21:17 2013	1372022477	0	2381	2381	2380
Sun Jun 23 21:21:09 2013	1372022469	0	2414	2414	2414
Sun Jun 23 21:21:14 2013	1372022474	0	2510	2510	2510
Sun Jun 23 21:21:01 2013	1372022461	1	2648	2649	2647
Sun Jun 23 21:21:07 2013	1372022467	0	2714	2714	2714
Sun Jun 23 21:21:24 2013	1372022484	0	2947	2947	2946
Sun Jun 23 21:21:04 2013	1372022464	0	3005	3005	3005
Sun Jun 23 21:21:21 2013	1372022481	0	3032	3033	3032
