starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 15:36:08 2013	1372001768	0	6718	6718	6718
Sun Jun 23 15:36:01 2013	1372001761	0	7230	7230	7229
Sun Jun 23 15:35:54 2013	1372001754	0	7313	7314	7313
Sun Jun 23 15:36:45 2013	1372001805	0	7772	7772	7771
Sun Jun 23 15:36:37 2013	1372001797	0	8054	8054	8053
Sun Jun 23 15:37:03 2013	1372001823	0	8880	8880	8880
Sun Jun 23 15:36:53 2013	1372001813	0	9919	9919	9919
Sun Jun 23 15:35:43 2013	1372001743	1	10135	10135	10134
Sun Jun 23 15:36:15 2013	1372001775	0	10831	10831	10831
Sun Jun 23 15:36:26 2013	1372001786	0	11706	11706	11705
