starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 15:52:48 2013	1372002768	0	2424	2424	2423
Sun Jun 23 15:52:50 2013	1372002770	0	2544	2544	2543
Sun Jun 23 15:52:53 2013	1372002773	0	2553	2554	2553
Sun Jun 23 15:52:45 2013	1372002765	0	2807	2807	2807
Sun Jun 23 15:52:33 2013	1372002753	1	2885	2886	2884
Sun Jun 23 15:52:42 2013	1372002762	0	3020	3020	3020
Sun Jun 23 15:52:36 2013	1372002756	0	3029	3030	3029
Sun Jun 23 15:52:55 2013	1372002775	0	3051	3051	3051
Sun Jun 23 15:52:59 2013	1372002779	0	3160	3160	3160
Sun Jun 23 15:52:39 2013	1372002759	0	3189	3190	3189
