starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:25:09 2013	1372022709	0	1709	1709	1709
Sun Jun 23 21:25:11 2013	1372022711	0	1825	1825	1824
Sun Jun 23 21:25:06 2013	1372022706	0	2616	2617	2616
Sun Jun 23 21:25:13 2013	1372022713	0	2693	2693	2693
Sun Jun 23 21:24:54 2013	1372022694	1	2760	2761	2759
Sun Jun 23 21:25:03 2013	1372022703	0	3044	3044	3044
Sun Jun 23 21:24:57 2013	1372022697	0	3052	3052	3052
Sun Jun 23 21:25:15 2013	1372022715	0	3059	3059	3059
Sun Jun 23 21:25:18 2013	1372022718	0	3144	3145	3144
Sun Jun 23 21:25:00 2013	1372022700	0	3148	3148	3148
