starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:29:56 2013	1372022996	1	2739	2739	2738
Sun Jun 23 21:30:23 2013	1372023023	0	2786	2786	2785
Sun Jun 23 21:30:08 2013	1372023008	0	3033	3033	3033
Sun Jun 23 21:30:02 2013	1372023002	0	3034	3034	3034
Sun Jun 23 21:30:17 2013	1372023017	0	3052	3052	3051
Sun Jun 23 21:30:11 2013	1372023011	0	3054	3054	3054
Sun Jun 23 21:30:20 2013	1372023020	0	3093	3093	3093
Sun Jun 23 21:29:59 2013	1372022999	0	3114	3114	3113
Sun Jun 23 21:30:05 2013	1372023005	0	3120	3120	3120
Sun Jun 23 21:30:14 2013	1372023014	0	3124	3124	3124
