starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 15:48:23 2013	1372002503	0	7577	7577	7577
Sun Jun 23 15:48:13 2013	1372002493	0	10478	10478	10478
Sun Jun 23 15:49:28 2013	1372002568	0	11138	11138	11138
Sun Jun 23 15:48:01 2013	1372002481	0	11649	11649	11649
Sun Jun 23 15:48:45 2013	1372002525	0	13646	13646	13646
Sun Jun 23 15:49:14 2013	1372002554	0	13990	13990	13990
Sun Jun 23 15:48:31 2013	1372002511	0	14091	14091	14091
Sun Jun 23 15:47:47 2013	1372002467	0	14633	14633	14632
Sun Jun 23 15:48:59 2013	1372002539	0	14983	14983	14983
Sun Jun 23 15:47:30 2013	1372002450	1	16367	16368	16366
