starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:18:20 2013	1372022300	0	2260	2260	2260
Sun Jun 23 21:18:17 2013	1372022297	1	2360	2361	2357
Sun Jun 23 21:18:22 2013	1372022302	0	2916	2916	2915
Sun Jun 23 21:18:34 2013	1372022314	0	2976	2977	2976
Sun Jun 23 21:18:43 2013	1372022323	0	2979	2979	2978
Sun Jun 23 21:18:40 2013	1372022320	0	2985	2985	2984
Sun Jun 23 21:18:28 2013	1372022308	0	2988	2988	2987
Sun Jun 23 21:18:25 2013	1372022305	0	3032	3032	3032
Sun Jun 23 21:18:37 2013	1372022317	0	3045	3045	3045
Sun Jun 23 21:18:31 2013	1372022311	0	3057	3057	3057
