starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:15:25 2013	1372018525	0	1863	1863	1862
Sun Jun 23 20:15:23 2013	1372018523	0	2206	2206	2205
Sun Jun 23 20:15:39 2013	1372018539	0	2376	2376	2375
Sun Jun 23 20:15:20 2013	1372018520	0	2381	2381	2381
Sun Jun 23 20:15:42 2013	1372018542	0	2389	2389	2389
Sun Jun 23 20:15:18 2013	1372018518	0	2459	2459	2458
Sun Jun 23 20:15:27 2013	1372018527	0	3017	3017	3016
Sun Jun 23 20:15:33 2013	1372018533	0	3032	3032	3032
Sun Jun 23 20:15:36 2013	1372018536	0	3087	3087	3087
Sun Jun 23 20:15:30 2013	1372018530	0	3147	3148	3147
