starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:20:52 2013	1372022452	0	3122	3122	3122
Sun Jun 23 21:20:49 2013	1372022449	0	3163	3163	3163
Sun Jun 23 21:20:55 2013	1372022455	0	3179	3179	3178
Sun Jun 23 21:20:45 2013	1372022445	0	3193	3193	3193
Sun Jun 23 21:20:41 2013	1372022441	0	4108	4108	4108
Sun Jun 23 21:20:34 2013	1372022434	0	7497	7497	7497
Sun Jun 23 21:20:21 2013	1372022421	0	12990	12990	12990
Sun Jun 23 21:20:05 2013	1372022405	0	16215	16215	16215
Sun Jun 23 21:19:48 2013	1372022388	0	16436	16436	16436
Sun Jun 23 21:19:32 2013	1372022372	1	16537	16537	16536
